u,v,key,osmid,highway,lanes,name,oneway,reversed,length,junction,geometry,ref,access,bridge,maxspeed,tunnel
245665147,8443498442,0,49684334,secondary,2,BKC - Eastern Express Highway Road,True,False,25.48455748997025,,"LINESTRING (72.8645378 19.0589758, 72.8645519 19.058747)",,,,,
245665147,8443498448,0,1485040774,tertiary,,,True,False,29.39900180149812,,"LINESTRING (72.8645378 19.0589758, 72.8642582 19.0589837)",,,,,
245665186,6488652331,0,691476652,residential,,,False,False,64.98562509942933,,"LINESTRING (72.9005079 19.0548287, 72.9011262 19.0548257)",,,,,
245665197,11143613411,0,1235473841,tertiary,,Vasantarao Naik Marg,True,False,8.929792536537896,,"LINESTRING (72.8837233 19.0563775, 72.8837626 19.0564487)",,,,,
245665197,11143613413,0,1235473845,tertiary,,,True,False,30.648093496924222,,"LINESTRING (72.8837233 19.0563775, 72.8835893 19.0566223)",,,,,
245665197,7383907165,0,1235473846,tertiary,,Vasantarao Naik Marg,False,False,28.410595001593983,,"LINESTRING (72.8837233 19.0563775, 72.8835112 19.0562191)",,,,,
245665275,4357273834,0,22854756,secondary,,Road No 10,False,True,109.378448982482,,"LINESTRING (72.8974389 19.0561448, 72.8964268 19.0563738)",,,,,
245665275,245665307,0,1240182694,secondary,,,True,False,61.84080964214443,roundabout,"LINESTRING (72.8974389 19.0561448, 72.8974552 19.0562365, 72.8975 19.0563194, 72.8975691 19.0563857, 72.8976561 19.0564292, 72.8977529 19.0564461, 72.8978484 19.0564351)",,,,,
245665303,245665304,0,22854756,secondary,,Road No 10,False,False,64.61587187923485,,"LINESTRING (72.8952415 19.056642, 72.8958394 19.0565067)",,,,,
245665303,13676994256,0,1240182691,secondary,2,Ramakrishna Chemburkar Marg,True,False,71.71727972999943,,"LINESTRING (72.8952415 19.056642, 72.8951112 19.0560089)",,,,,
245665303,4264598306,0,1240182693,secondary,,Road No 10,False,True,11.573510255134332,,"LINESTRING (72.8952415 19.056642, 72.8951344 19.0566662)",,,,,
245665304,4357273834,0,22854756,secondary,,Road No 10,False,False,63.48055145150561,,"LINESTRING (72.8958394 19.0565067, 72.8964268 19.0563738)",,,,,
245665304,245665303,0,22854756,secondary,,Road No 10,False,True,64.61587187923485,,"LINESTRING (72.8958394 19.0565067, 72.8952415 19.056642)",,,,,
245665304,4357273836,0,259332595,residential,,,False,False,120.77037206265877,,"LINESTRING (72.8958394 19.0565067, 72.8959679 19.057586)",,,,,
245665307,1643351830,0,22854102,secondary,,,True,False,40.46187507417838,roundabout,"LINESTRING (72.8978484 19.0564351, 72.8979363 19.0563981, 72.8980088 19.0563383, 72.8980595 19.0562609, 72.8980838 19.0561729)",,,,,
245665307,1643351841,0,22854153,secondary,,D K Sandu Marg,False,False,64.19918780084684,,"LINESTRING (72.8978484 19.0564351, 72.8980875 19.0568813, 72.89811 19.0569555)",,,,,
245665344,9311818794,0,22854141,residential,,Road No.11,False,False,7.799842877405495,,"LINESTRING (72.9005503 19.0567284, 72.9004761 19.0567297)",11,,,,
245665344,1643351828,0,617622259,secondary,2,D Saraswati Marg (Central Avenue),True,False,79.4525870120972,,"LINESTRING (72.9005503 19.0567284, 72.9005357 19.056014)",,yes,,,
245665354,10207397917,0,1238346018,trunk_link,2,,True,False,12.585605245536147,,"LINESTRING (72.8872739 19.056904, 72.887368 19.056974)",,,,,
245665354,1643351843,0,1267855607,secondary,,S G Barve Marg (C S T Road),True,False,9.696862683333272,,"LINESTRING (72.8872739 19.056904, 72.887222 19.0569761)",,,,,
245665419,9311818792,0,22854176,residential,,Road 12,False,False,7.810536775438045,,"LINESTRING (72.9005625 19.0573258, 72.9004882 19.0573272)",,,,,
245665419,1643351839,0,617622259,secondary,2,D Saraswati Marg (Central Avenue),True,False,52.06019692193452,,"LINESTRING (72.9005625 19.0573258, 72.9005529 19.0568577)",,yes,,,
245665495,9311818791,0,22854108,residential,,Road 13,False,False,7.799783597165642,,"LINESTRING (72.900576 19.0579894, 72.9005018 19.0579907)",,,,,
245665495,245665419,0,617622259,secondary,2,D Saraswati Marg (Central Avenue),True,False,73.80269758840743,,"LINESTRING (72.900576 19.0579894, 72.9005686 19.0576256, 72.9005625 19.0573258)",,yes,,,
245665583,10207397919,0,438980153,residential,,,False,False,11.935237211114938,,"LINESTRING (72.8869918 19.0573215, 72.8870832 19.0573852)",,,,,
245665583,7379608705,0,1267855607,secondary,,S G Barve Marg (C S T Road),True,False,78.06765168954064,,"LINESTRING (72.8869918 19.0573215, 72.8865503 19.0578861)",,,,,
245665637,1651421946,0,22854121,tertiary,,Road No 18,False,True,40.45562340525828,,"LINESTRING (72.8984173 19.0583939, 72.8987242 19.0586135)",,,,,
245665637,4357273825,0,22854153,secondary,,D K Sandu Marg,False,True,37.20868513814949,,"LINESTRING (72.8984173 19.0583939, 72.8983472 19.0580659)",,,,,
245665637,1651404921,0,259332585,secondary,,D K Sandu Marg,False,False,43.50825250786268,,"LINESTRING (72.8984173 19.0583939, 72.8984818 19.0587804)",,,,,
245665679,10750564862,0,1156018605,tertiary,,,True,False,12.315344411408475,,"LINESTRING (72.8858965 19.0587817, 72.885972 19.0588664)",,,,,
245665679,2246471647,0,22854860,secondary,,S G Barve Marg (C S T Road),True,False,155.1122747624222,,"LINESTRING (72.8858965 19.0587817, 72.8855956 19.0592226, 72.8855807 19.0592428, 72.8850696 19.0599369)",,,,,
245665702,1651421946,0,22854121,tertiary,,Road No 18,False,False,117.06213608734618,,"LINESTRING (72.8995596 19.0593098, 72.8987242 19.0586135)",,,,,
245665702,13686857863,0,1127162199,residential,,Road No 20,False,True,121.07079467401186,,"LINESTRING (72.8995596 19.0593098, 72.8984996 19.0597361)",,,,,
245665702,1643264330,0,22854121,tertiary,,Road No 18,False,True,97.53632629687492,,"LINESTRING (72.8995596 19.0593098, 72.8997433 19.0594209, 72.9002092 19.0597234, 72.9002762 19.0597475, 72.9003458 19.0597684)",,,,,
245665723,9311818789,0,22854142,residential,,Road 16,False,False,7.799728074347081,,"LINESTRING (72.9006001 19.0591704, 72.9005259 19.0591717)",,yes,,,
245665723,13676913018,0,617622259,secondary,2,D Saraswati Marg (Central Avenue),True,False,60.391235216929395,,"LINESTRING (72.9006001 19.0591704, 72.9005965 19.0586273)",,yes,,,
245665748,13686857863,0,259332585,secondary,,D K Sandu Marg,False,True,10.93855817614076,,"LINESTRING (72.8984956 19.0598344, 72.8984996 19.0597361)",,,,,
245665748,245665982,0,315452652,secondary,,D K Sandu Marg,False,False,91.51063023724481,,"LINESTRING (72.8984956 19.0598344, 72.8984338 19.0605233, 72.8984205 19.0606543)",,,,,
245665776,1643351856,0,22854472,secondary,2,Ramakrishna Chemburkar Marg,True,False,33.905431386611696,,"LINESTRING (72.8964358 19.0596332, 72.8966104 19.0598896)",,,,,
245665776,4264598311,0,152313455,residential,,Road No 15,False,True,14.993856215586469,,"LINESTRING (72.8964358 19.0596332, 72.8965668 19.0595798)",,,,,
245665982,245665748,0,315452652,secondary,,D K Sandu Marg,False,True,91.51063023724481,,"LINESTRING (72.8984205 19.0606543, 72.8984338 19.0605233, 72.8984956 19.0598344)",,,,,
245665982,1651414481,0,1126936384,tertiary,,D K Sandu Marg,False,False,172.74859602257476,,"LINESTRING (72.8984205 19.0606543, 72.8983687 19.0609688, 72.8982914 19.0614446, 72.8982647 19.0617103, 72.8982278 19.0620768, 72.8982197 19.0621954)",,,,,
245665982,13789652005,0,"[152314739, 1171548223]",secondary,,Road No 19,False,False,111.05417975827211,,"LINESTRING (72.8984205 19.0606543, 72.8985461 19.0606118, 72.8987542 19.0605439, 72.8987868 19.0605315, 72.8988973 19.0604895, 72.8994066 19.0602961)",,,,,
245666041,2897024596,0,1449643754,tertiary,,,False,True,11.160747972392542,,"LINESTRING (72.8690073 19.0621606, 72.8689576 19.0620719)",,,,,
245666041,245666337,0,22855841,tertiary,,,False,False,213.15769987255524,,"LINESTRING (72.8690073 19.0621606, 72.8691455 19.0625078, 72.8692947 19.0628789, 72.8697265 19.063953)",,,,,
245666078,2897024594,0,1449643758,tertiary,2,Avenue 3,True,False,8.018515603507467,,"LINESTRING (72.8679652 19.0621157, 72.8679638 19.0620436)",,,,,
245666078,245666041,0,"[1453317239, 22855647]",unclassified,2,,True,False,109.96264217050675,,"LINESTRING (72.8679652 19.0621157, 72.8683025 19.0621397, 72.8688744 19.0621803, 72.8690073 19.0621606)",,,,,
245666141,2897024627,0,1442035919,tertiary,2,Street 5,True,False,11.808300531500825,,"LINESTRING (72.8650215 19.0628669, 72.8651286 19.0628348)",,,,,
245666141,9469495782,0,830251248,secondary,2,,True,False,392.703733190966,,"LINESTRING (72.8650215 19.0628669, 72.865397 19.0638253, 72.8655339 19.0641746, 72.8660514 19.0654952, 72.8661815 19.0658272, 72.8662922 19.065979, 72.8663653 19.0660644, 72.8664307 19.0661162)",,,,,
245666164,10207397928,0,122303819,secondary,,Mother Dairy Road,True,False,7.710819968397338,,"LINESTRING (72.8834352 19.06202, 72.8834939 19.0620616)",,,,,
245666164,1367093074,0,376621411,secondary,,S.G. Barve Marg,True,False,13.549419074624641,,"LINESTRING (72.8834352 19.06202, 72.8833503 19.0621117)",,,,,
245666274,10292442915,0,961495736,secondary,2,,True,False,11.258727862336984,,"LINESTRING (72.8643302 19.0607692, 72.8642628 19.0606905)",,,,,
245666274,8443498438,0,909382847,secondary,2,BKC - Eastern Express Highway Road,True,False,167.63183604338008,,"LINESTRING (72.8643302 19.0607692, 72.8643789 19.0603915, 72.8643862 19.0603401, 72.8643904 19.0603109, 72.8644094 19.0601769, 72.8644239 19.0600526, 72.8644361 19.0599539, 72.8644394 19.0599206, 72.8644445 19.0598769, 72.8645153 19.0592719)",,,,,
245666337,245666659,0,22855841,tertiary,,,False,False,218.30027697820094,,"LINESTRING (72.8697265 19.063953, 72.8701097 19.0649014, 72.8701201 19.064923, 72.8702312 19.0651551, 72.8704655 19.0656853, 72.8704711 19.0657801)",,,,,
245666337,245666041,0,22855841,tertiary,,,False,True,213.15769987255527,,"LINESTRING (72.8697265 19.063953, 72.8692947 19.0628789, 72.8691455 19.0625078, 72.8690073 19.0621606)",,,,,
245666337,476488948,0,22855881,unclassified,,,False,True,202.3675912480691,,"LINESTRING (72.8697265 19.063953, 72.8695317 19.0640002, 72.8692001 19.0639742, 72.8683048 19.0639014, 72.8678134 19.0638628)",,,,,
245666426,12311766936,0,1291881353,tertiary,2,Avenue 3,True,False,10.149062468978721,,"LINESTRING (72.8676733 19.0657295, 72.8676625 19.0656388)",,,,,
245666659,2897024740,0,49682806,tertiary,,,False,True,154.00268476467824,,"LINESTRING (72.8704711 19.0657801, 72.8702796 19.0671532)",,,,,
245666659,245666337,0,22855841,tertiary,,,False,True,218.30027697820094,,"LINESTRING (72.8704711 19.0657801, 72.8704655 19.0656853, 72.8702312 19.0651551, 72.8701201 19.064923, 72.8701097 19.0649014, 72.8697265 19.063953)",,,,,
245666659,9909558184,0,286066410,residential,,,False,False,104.41875793177564,,"LINESTRING (72.8704711 19.0657801, 72.8709841 19.0656746, 72.8710672 19.0656975, 72.8711365 19.0657828, 72.8712262 19.0660217)",,,,,
245666966,10279771631,0,22855805,secondary,2,,True,False,47.08600261522584,,"LINESTRING (72.8653978 19.0671608, 72.8657184 19.066865)",,,,,
245666966,2897024737,0,260786313,primary,3,Bandra Kurla Complex Road,True,False,8.193456444726001,,"LINESTRING (72.8653978 19.0671608, 72.8653326 19.0671204)",,,,,
245667351,476488932,0,22855921,tertiary,2,Avenue 3,True,False,217.87903484072953,,"LINESTRING (72.8724298 19.0707597, 72.8724597 19.0706871, 72.8724765 19.0706145, 72.8724756 19.0702842, 72.8724458 19.0701656, 72.8720175 19.0689938, 72.8719284 19.0689151)",,,,,
245667351,6552758940,0,697749616,primary_link,,,True,False,38.10890231661582,,"LINESTRING (72.8724298 19.0707597, 72.8724432 19.0708917, 72.8724579 19.0709348, 72.8724861 19.0709754, 72.8725921 19.0710344)",,,,,
245667361,245667468,0,22855869,residential,,,False,False,151.02266953134153,,"LINESTRING (72.8647437 19.071848, 72.8643836 19.0724721, 72.8642056 19.0726655, 72.8639265 19.0729541)",,,,,
245667361,245667423,0,1158399722,trunk,3,Santa Cruz – Chembur Link Road,True,False,226.0756906272434,,"LINESTRING (72.8647437 19.071848, 72.8655915 19.0722185, 72.8666569 19.0727748)",SCLR,,,,
245667423,2804481652,0,1430217915,residential,,,False,True,36.04392158699418,,"LINESTRING (72.8666569 19.0727748, 72.8668433 19.0725027)",,,,,
245667423,622060792,0,1128423097,residential,,Kolivery Road,False,False,187.57081676987957,,"LINESTRING (72.8666569 19.0727748, 72.8664687 19.0731569, 72.8664329 19.0732296, 72.8663546 19.0733887, 72.8663313 19.0734295, 72.8661454 19.0737549, 72.8659811 19.0743278)",,,,,
245667423,10772904744,0,1430217914,trunk,3,Santa Cruz – Chembur Link Road,True,False,298.4558159726707,,"LINESTRING (72.8666569 19.0727748, 72.8670625 19.0729521, 72.867289 19.073051, 72.8674791 19.0731341, 72.8675242 19.0731538, 72.8677964 19.0732769, 72.8681467 19.0734258, 72.8683516 19.0735154, 72.8687851 19.0737006, 72.8690001 19.0737989, 72.8691898 19.0738413, 72.8692471 19.0738158)",SCLR,,,,
245667447,13615108581,0,1251127691,trunk,3,Santa Cruz – Chembur Link Road,True,False,7.563438990650615,,"LINESTRING (72.870865 19.0745228, 72.8709303 19.0745514)",SCLR,,,,
245667447,13615108580,0,1251127696,secondary,3,,True,False,6.626771332957085,,"LINESTRING (72.870865 19.0745228, 72.8708827 19.07458)",,,,,
245667468,12378368426,0,22855869,residential,,,False,False,17.866243921451233,,"LINESTRING (72.8639265 19.0729541, 72.8638934 19.0731117)",,,,,
245667468,245667361,0,22855869,residential,,,False,True,151.02266953134153,,"LINESTRING (72.8639265 19.0729541, 72.8642056 19.0726655, 72.8643836 19.0724721, 72.8647437 19.071848)",,,,,
245667685,1934627523,0,1128423096,residential,,,False,False,78.2348683807431,,"LINESTRING (72.864593 19.0740842, 72.8638596 19.0739634)",,,,,
245667685,623895377,0,49182353,residential,,,False,False,201.77851300589532,,"LINESTRING (72.864593 19.0740842, 72.8645614 19.074619, 72.8645378 19.0750507, 72.8645277 19.0752343, 72.8644859 19.075896)",,,,,
245667685,10316548327,0,1128423096,residential,,,False,True,103.73087684754786,,"LINESTRING (72.864593 19.0740842, 72.8649524 19.0741434, 72.8654035 19.0742176, 72.865564 19.0742511)",,,,,
245668003,2622177289,0,1116758440,trunk_link,2,Santa Cruz – Chembur Link Road,True,False,10.790903954070396,,"LINESTRING (72.8773593 19.0758789, 72.8772747 19.0759339)",,,,,
245668003,13799160902,0,1238603170,primary,,Lal Bahadur Shastri Marg,True,False,14.182665827599683,,"LINESTRING (72.8773593 19.0758789, 72.8772797 19.0757759)",,,,,
245668029,6554236441,0,1175567942,tertiary,,Jawaharlal Nehru Road,False,True,12.21226077882434,,"LINESTRING (72.8667931 19.0788615, 72.8667219 19.0787747)",,,,,
245668029,2244637068,0,22855493,residential,,Church Road,False,True,141.20026078698504,,"LINESTRING (72.8667931 19.0788615, 72.8675938 19.0786981, 72.8679263 19.0786022, 72.8680886 19.0785358)",,,,,
245668029,623895533,0,1279831552,tertiary,,Jawaharlal Nehru Road,False,False,58.71942308747904,,"LINESTRING (72.8667931 19.0788615, 72.8669943 19.0790973, 72.8671744 19.0792447)",,,,,
245668052,1366009077,0,"[427199176, 151889242, 151889243]",tertiary,,A H Wadia Marg,False,True,243.56951502242737,,"LINESTRING (72.8800151 19.0759669, 72.880069 19.0756668, 72.8800457 19.075219, 72.8799407 19.0749061, 72.8798167 19.0747459, 72.8796126 19.0745081, 72.879529 19.0744267, 72.8791224 19.0741205)",,,yes,,
245668052,10629352244,0,151889249,tertiary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,True,127.4982973675661,,"LINESTRING (72.8800151 19.0759669, 72.8797842 19.0755371, 72.8794798 19.074938)",,,,,
245668052,12068018711,0,275786437,tertiary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,False,91.72930904985544,,"LINESTRING (72.8800151 19.0759669, 72.8801212 19.0764125, 72.8801553 19.0765557, 72.8802068 19.0767717)",,,,,
245668052,2246472442,0,570227374,tertiary,,Masrani Lane,False,False,89.93481173739417,,"LINESTRING (72.8800151 19.0759669, 72.8803178 19.0760629, 72.8808534 19.0760924)",,,,,
245668288,11060890547,0,436370624,tertiary,,Kalina Kurla Road,False,False,86.0803594500077,,"LINESTRING (72.8756234 19.0791357, 72.8748889 19.0794784)",,,,,
245668288,622060706,0,436370626,residential,,Shastri Nagar Road,False,True,75.72281251933447,,"LINESTRING (72.8756234 19.0791357, 72.8754077 19.078873, 72.875348 19.0788102, 72.8752367 19.0787474, 72.8751016 19.0786863)",,,,,
245668288,13799110877,0,"[1509555864, 1509555862, 1509555863]",tertiary,,,True,False,183.0608743953541,,"LINESTRING (72.8756234 19.0791357, 72.8757236 19.079114, 72.8758261 19.0790636, 72.8766457 19.0786776, 72.877102 19.0784632, 72.8771731 19.078399)",,,yes,,
245668306,9882934204,0,1177201672,tertiary,,Nathani Road,True,False,132.1609787685205,,"LINESTRING (72.8927677 19.079094, 72.8939241 19.0795612)",,,,,
245668306,10207309411,0,1498094275,tertiary_link,,,False,False,5.917218134160791,,"LINESTRING (72.8927677 19.079094, 72.8927935 19.0790467)",,,,,
245668366,245668505,0,22855453,tertiary,,Air India Road,False,True,397.79394925093806,,"LINESTRING (72.8703766 19.0816474, 72.870048 19.0818159, 72.8687149 19.0824408, 72.8685808 19.0824864, 72.8684923 19.0824978, 72.8683729 19.0825003, 72.8682362 19.082494, 72.8678509 19.0824554, 72.8672236 19.0823926, 72.8668065 19.0823888)",,,,,
245668366,2244637089,0,436370624,tertiary,,Kalina Kurla Road,False,True,477.4405738924029,,"LINESTRING (72.8703766 19.0816474, 72.8704892 19.0815865, 72.8744345 19.0797167)",,,,,
245668366,623895532,0,1279831552,tertiary,,Jawaharlal Nehru Road,False,True,349.5672153503001,,"LINESTRING (72.8703766 19.0816474, 72.8703122 19.0815475, 72.8702193 19.0814689, 72.8699727 19.0813191, 72.8697822 19.081212, 72.8696368 19.0810855, 72.8693299 19.08081, 72.8689864 19.0804848, 72.8684839 19.0799816, 72.8682937 19.0798199, 72.8678707 19.0796304)",,,,,
245668505,245668366,0,22855453,tertiary,,Air India Road,False,False,397.7939492509381,,"LINESTRING (72.8668065 19.0823888, 72.8672236 19.0823926, 72.8678509 19.0824554, 72.8682362 19.082494, 72.8683729 19.0825003, 72.8684923 19.0824978, 72.8685808 19.0824864, 72.8687149 19.0824408, 72.870048 19.0818159, 72.8703766 19.0816474)",,,,,
245668515,10770722930,0,1158161157,tertiary,,,False,False,14.338822254097638,,"LINESTRING (72.8803239 19.0796532, 72.8802079 19.0797211)",,,,,
245668515,6497154927,0,1415533241,primary,,Lal Bahadur Shastri Marg,True,False,46.50794093645347,,"LINESTRING (72.8803239 19.0796532, 72.880066 19.0793133)",,,,,
245668515,10923636678,0,275786437,tertiary,,Mathuradas Vasanji Road (Andheri Kurla Road),False,True,22.399305750195985,,"LINESTRING (72.8803239 19.0796532, 72.8803181 19.0795559, 72.8803115 19.0794521)",,,,,
245668515,12761713664,0,1378258425,residential,,,False,False,72.75096547267393,,"LINESTRING (72.8803239 19.0796532, 72.8804637 19.0795903, 72.8805442 19.0795836, 72.8810002 19.0796066)",,,,,
296857791,245667351,0,22855921,tertiary,2,Avenue 3,True,False,30.835556637981853,,"LINESTRING (72.8723 19.0710084, 72.8724298 19.0707597)",,,,,
296857791,2897024818,0,1266523683,primary,3,Bandra Kurla Complex Road,True,False,13.536389997051483,,"LINESTRING (72.8723 19.0710084, 72.8721745 19.070981)",,,,,
476488932,2897024785,0,22855921,tertiary,2,Avenue 3,True,False,71.66531399642237,,"LINESTRING (72.8719284 19.0689151, 72.871356 19.0685648)",,,,,
476488932,13363483545,0,1457120483,residential,,,False,False,10.753178286112362,,"LINESTRING (72.8719284 19.0689151, 72.8718745 19.0689973)",,,,,
476488932,2897024776,0,286066410,residential,,,False,True,68.35646754700173,,"LINESTRING (72.8719284 19.0689151, 72.8719468 19.0687906, 72.8717946 19.0683232)",,,,,
476488948,2897024636,0,22855881,unclassified,,,False,True,11.981777687848865,,"LINESTRING (72.8678134 19.0638628, 72.8676998 19.0638537)",,,,,
476488948,245666337,0,22855881,unclassified,,,False,False,202.3675912480691,,"LINESTRING (72.8678134 19.0638628, 72.8683048 19.0639014, 72.8692001 19.0639742, 72.8695317 19.0640002, 72.8697265 19.063953)",,,,,
476488948,245666078,0,1291881353,tertiary,2,Avenue 3,True,False,194.9339220530231,,"LINESTRING (72.8678134 19.0638628, 72.86796 19.0622323, 72.8679652 19.0621157)",,,,,
476489029,2897024513,0,1449643755,tertiary,2,Avenue 3,True,False,7.986544982160163,,"LINESTRING (72.867086 19.0603682, 72.8670497 19.0603051)",,,,,
476489029,7365882733,0,22855725,tertiary,2,,True,False,112.55022925281474,,"LINESTRING (72.867086 19.0603682, 72.8678759 19.0599636, 72.8679543 19.0599258, 72.8680323 19.0598952)",,,,,
619309790,1366028032,0,"[1144611394, 1391772005]",primary,,Lal Bahadur Shastri Marg,True,False,133.81581568067313,,"LINESTRING (72.8861203 19.0849504, 72.8850744 19.0845367, 72.8849456 19.0844858)",,,,,
619309793,1366009161,0,1509663790,residential,,Pipe Line Road,False,True,308.42269447097715,,"LINESTRING (72.8833565 19.0839169, 72.8827468 19.0812037)",,,,,
619309793,1647285845,0,"[1492631616, 1492631617, 1420672047]",primary,,Lal Bahadur Shastri Marg,True,False,360.75234144525257,,"LINESTRING (72.8833565 19.0839169, 72.8831052 19.0837774, 72.8829235 19.0836536, 72.8826938 19.0834459, 72.8826535 19.0833812, 72.8826387 19.0833539, 72.8821436 19.0824035, 72.8821228 19.0823635, 72.88154 19.0812446)",,,,,
619309806,13353062211,0,1266513701,primary,,Lal Bahadur Shastri Marg,True,False,77.06630975019502,,"LINESTRING (72.8788698 19.0777367, 72.8784324 19.0771804)",,,,,
619309806,2622177292,0,1266513703,tertiary,,Kalina Kurla Road,False,False,16.597236429598926,,"LINESTRING (72.8788698 19.0777367, 72.8787234 19.0777927)",,,,,
619309810,2622177275,0,1238603173,primary,,,False,True,14.1035481512953,,"LINESTRING (72.8754828 19.0707176, 72.8753551 19.0707566)",,,,,
619309810,1647285774,0,122177886,tertiary,,,False,True,145.41219122224243,,"LINESTRING (72.8754828 19.0707176, 72.8764514 19.070556, 72.8768454 19.0704903)",,,,,
619309810,6429588362,0,122303818,primary,,Lal Bahadur Shastri Marg,True,False,73.48850008820926,,"LINESTRING (72.8754828 19.0707176, 72.87545 19.0704949, 72.8754383 19.0704151, 72.8753865 19.070063)",,,,,
619309814,6494952054,0,122177866,tertiary,,A H Wadia Marg,False,True,10.966572118111621,,"LINESTRING (72.8725097 19.0601731, 72.872411 19.0602051)",,,,,
619309814,6494952052,0,122303818,primary,,Lal Bahadur Shastri Marg,True,False,22.572482340220635,,"LINESTRING (72.8725097 19.0601731, 72.872415 19.0599909)",,,,,
619309814,1654348913,0,122177866,tertiary,,A H Wadia Marg,False,False,157.94496259347287,,"LINESTRING (72.8725097 19.0601731, 72.8725719 19.0601576, 72.8726189 19.0601481, 72.8726672 19.0601531, 72.8727128 19.0601798, 72.8727743 19.0602285, 72.8735547 19.0611)",,,,,
622060241,622060257,0,49014297,residential,,,False,False,146.01007279724945,,"LINESTRING (72.8775391 19.07767, 72.8774386 19.0776795, 72.8767707 19.0776693, 72.8764999 19.0776212, 72.8761673 19.077535)",,,,,
622060241,622060489,0,49014306,residential,,,False,False,41.546175054330085,,"LINESTRING (72.8775391 19.07767, 72.877562 19.0775755, 72.8776049 19.0773018)",,,,,
622060241,622060475,0,49014306,residential,,,False,True,68.07533757350721,,"LINESTRING (72.8775391 19.07767, 72.8775271 19.0777296, 72.8774976 19.0778594, 72.8774403 19.0781002, 72.8774777 19.0782685)",,,,,
622060257,622060241,0,49014297,residential,,,False,True,146.01007279724942,,"LINESTRING (72.8761673 19.077535, 72.8764999 19.0776212, 72.8767707 19.0776693, 72.8774386 19.0776795, 72.8775391 19.07767)",,,,,
622060376,6494817881,0,1158399731,trunk,3,Santa Cruz – Chembur Link Road,True,False,71.75123407892023,,"LINESTRING (72.8744705 19.0759394, 72.8738429 19.0756853)",SCLR,,,,
622060411,245668288,0,1509555861,tertiary,,Kalina Kurla Road,True,False,13.310230399571708,,"LINESTRING (72.8757088 19.0790473, 72.8756234 19.0791357)",,,,,
622060411,13799110874,0,49014303,residential,,,False,False,193.70661242909495,,"LINESTRING (72.8757088 19.0790473, 72.8755379 19.0787382, 72.8752231 19.0782701, 72.8751026 19.0780756, 72.8748781 19.0778791, 72.874601 19.0776882)",,,,,
622060462,622060468,0,49014305,residential,,,False,False,99.45642041346437,,"LINESTRING (72.8767188 19.0785665, 72.8765976 19.0783573, 72.8763791 19.0779862, 72.8763389 19.0777581)",,,,,
622060462,622060411,0,"[1509555860, 1509555861, 436370623]",tertiary,,Kalina Kurla Road,True,False,118.84368492606623,,"LINESTRING (72.8767188 19.0785665, 72.8766186 19.0786152, 72.8758056 19.0790026, 72.8757088 19.0790473)",,,yes,,
622060468,622060462,0,49014305,residential,,,False,True,99.45642041346437,,"LINESTRING (72.8763389 19.0777581, 72.8763791 19.0779862, 72.8765976 19.0783573, 72.8767188 19.0785665)",,,,,
622060475,13799110877,0,22855579,tertiary,,Kalina Kurla Road,False,False,35.14518887494503,,"LINESTRING (72.8774777 19.0782685, 72.8771731 19.078399)",,,,,
622060475,2622177292,0,22855579,tertiary,,Kalina Kurla Road,False,True,141.2716847442075,,"LINESTRING (72.8774777 19.0782685, 72.8778828 19.0781017, 72.8780912 19.0780124, 72.8784089 19.0778984, 72.8787234 19.0777927)",,,,,
622060475,622060241,0,49014306,residential,,,False,False,68.07533757350721,,"LINESTRING (72.8774777 19.0782685, 72.8774403 19.0781002, 72.8774976 19.0778594, 72.8775271 19.0777296, 72.8775391 19.07767)",,,,,
622060489,4357358613,0,49014306,residential,,,False,False,14.824640769392499,,"LINESTRING (72.8776049 19.0773018, 72.8776185 19.0771691)",,,,,
622060489,622060241,0,49014306,residential,,,False,True,41.546175054330085,,"LINESTRING (72.8776049 19.0773018, 72.877562 19.0775755, 72.8775391 19.07767)",,,,,
622060489,4357358588,0,437957541,residential,,,False,False,95.77052957400048,,"LINESTRING (72.8776049 19.0773018, 72.8769386 19.0773262, 72.876695 19.0773464)",,,,,
622060496,4357358612,0,1116758439,primary,,Lal Bahadur Shastri Marg,True,False,59.6579245648972,,"LINESTRING (72.8775894 19.0762654, 72.8779177 19.0767031)",,,,,
622060496,13353045800,0,49014306,residential,,,False,True,60.20830881930549,,"LINESTRING (72.8775894 19.0762654, 72.8775754 19.0764425, 72.877621 19.0767111, 72.8776263 19.0768028)",,,,,
622060575,7404757787,0,49684337,residential,,,False,False,72.57482518979342,,"LINESTRING (72.8708529 19.0763932, 72.8709638 19.0764906, 72.8711128 19.0765878, 72.8714137 19.0767714)",,,,,
622060575,11283022715,0,49684337,residential,,,False,True,58.26972011654763,,"LINESTRING (72.8708529 19.0763932, 72.8707921 19.076227, 72.8707332 19.0758833)",,,,,
622060575,2244637049,0,215040226,residential,,,False,True,103.88738962128542,,"LINESTRING (72.8708529 19.0763932, 72.8706098 19.0767006, 72.8704079 19.0768225, 72.8702705 19.0769626, 72.8701729 19.0770585)",,,,,
622060658,10561539072,0,22855467,residential,,Shastri Nagar Road,False,True,93.39067422221855,,"LINESTRING (72.8746867 19.0781028, 72.8741752 19.0782918, 72.873838 19.078329)",,,,,
